Port Logger Log: Unix time: 1305570510.11
Ports in use: /dev/pts/7 /dev/pts/8
Format : <Timestamp (Unix time)> : <port file name> : <packet> 
Comments: Modified master simulation in off mode using higer resolution timestamps. No baud rate emulation was used.
1305570524.459657 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570524.620202 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570524.630687 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570524.787688 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570524.795670 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570524.955688 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570524.966149 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570525.120040 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570525.127691 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570525.288651 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570525.299102 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570525.455666 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570525.463642 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570525.624476 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570525.634984 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570525.788105 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570525.796209 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570525.956174 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570525.966636 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570526.124171 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570526.131709 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570526.292214 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570526.302680 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570526.456409 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570526.464177 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570526.624200 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570526.634655 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570526.788014 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570526.796177 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570526.956186 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570526.966652 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570527.124197 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570527.132208 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570527.292182 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570527.302668 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570527.459668 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570527.467696 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570527.628205 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570527.638712 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570527.795675 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570527.803719 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570527.963787 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570527.974309 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570528.131690 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570528.140152 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570528.299676 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570528.310159 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
